FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170214;0400;0,128583;;;
170214;0500;0,103333;;;
170214;0600;0,270418;;;
170214;0700;0,233834;;;
170214;0800;0,177583;;;
170214;0900;0,16275;;;
170214;1000;0,143333;;;
170214;1100;0,15325;;;
170214;1200;0,145083;;;
170214;1300;0,112667;;;
170214;1400;0,11625;;;
170214;1500;0,120917;;;
170214;1600;0,1615;;;
170214;1700;0,153833;;;
170214;1800;0,156667;;;
170214;1900;0,177667;;;
170214;2000;0,193084;;;
170214;2100;0,445751;;;
170214;2200;0,737919;;;
170214;2300;0,372001;;;
170215;0000;0,1;;;
170215;0100;0,1;;;
170215;0200;0,1;;;
170215;0300;0,1;;;
170215;0400;0,1;;;
170215;0500;0,1;;;
170215;0600;0,126;;;
170215;0700;0,134418;;;
170215;0800;0,181668;;;
170215;0900;0,15725;;;
170215;1000;0,173167;;;
170215;1100;0,18625;;;
170215;1200;0,137834;;;
170215;1300;0,125834;;;
170215;1400;0,101333;;;
170215;1500;0,107583;;;
170215;1600;0,106417;;;
170215;1700;0,129833;;;
170215;1800;0,1485;;;
170215;1900;0,183001;;;
170215;2000;0,148;;;
170215;2100;0,123083;;;
170215;2200;0,1;;;
170215;2300;0,101333;;;
170216;0000;0,1;;;
170216;0100;0,1;;;
170216;0200;0,1;;;
170216;0300;0,1;;;
170216;0400;0,1;;;
170216;0500;0,1;;;
170216;0600;0,1;;;
170216;0700;0,300001;;;
170216;0800;0,258334;;;
170216;0900;0,416668;;;
170216;1000;0,475001;;;
170216;1100;0,466668;;;
170216;1200;0,383334;;;
170216;1300;0,166667;;;
170216;1400;0,1;;;
170216;1500;0,1;;;
170216;1600;0,1;;;
170216;1700;0,1;;;
170216;1800;0,1;;;
170216;1900;0,191668;;;
170216;2000;0,141667;;;
170216;2100;0,150001;;;
170216;2200;0,233334;;;
170216;2300;0,241668;;;
170217;0000;0,1;;;
170217;0100;0,1;;;
170217;0200;0,1;;;
170217;0300;0,1;;;
170217;0400;0,1;;;
170217;0500;0,1;;;
170217;0600;0,1;;;
170217;0700;0,1;;;
170217;0800;0,1;;;
170217;0900;0,1;;;
170217;1000;0,1;;;
170217;1100;0,116667;;;
170217;1200;0,1;;;
170217;1300;0,1;;;
170217;1400;0,1;;;
170217;1500;0,150001;;;
170217;1600;0,38889;;;
170217;1700;0,1;;;
170217;1800;0,1;;;
170217;1900;0,125;;;
170217;2000;0,216667;;;
170217;2100;0,1;;;
170217;2200;0,1;;;
170217;2300;0,1;;;
170218;0000;0,1;;;
170218;0100;0,1;;;
170218;0200;0,1;;;
170218;0300;0,1;;;
170218;0400;0,1;;;
170218;0500;0,1;;;
170218;0600;0,1;;;
170218;0700;0,1;;;
170218;0800;0,1;;;
170218;0900;0,1;;;
170218;1000;0,1;;;
170218;1100;0,1;;;
170218;1200;0,1;;;
170218;1300;0,1;;;
170218;1400;0,1;;;
170218;1500;0,1;;;
170218;1600;0,1;;;
170218;1700;0,1;;;
170218;1800;0,1;;;
170218;1900;0,116667;;;
170218;2000;0,1;;;
170218;2100;0,525002;;;
170218;2200;0,383334;;;
170218;2300;1,01667;;;
170219;0000;0,466668;;;
170219;0100;0,375001;;;
170219;0200;0,1;;;
170219;0300;0,1;;;
170219;0400;0,1;;;
170219;0500;0,1;;;
170219;0600;0,1;;;
170219;0700;0,1;;;
170219;0800;0,1;;;
170219;0900;0,1;;;
170219;1000;0,1;;;
170219;1100;0,1;;;
170219;1200;0,1;;;
170219;1300;0,1;;;
170219;1400;0,1;;;
170219;1500;0,1;;;
170219;1600;0,1;;;
170219;1700;0,1;;;
170219;1800;0,1;;;
170219;1900;0,1;;;
170219;2000;0,1;;;
170219;2100;0,1;;;
170219;2200;0,1;;;
170219;2300;0,1;;;
170220;0000;0,1;;;
170220;0100;0,1;;;
170220;0200;0,1;;;
170220;0300;0,1;;;
170220;0400;0,1;;;
170220;0500;0,1;;;
170220;0600;0,1;;;
170220;0700;0,1;;;
170220;0800;0,1;;;
170220;0900;0,1;;;
170220;1000;0,1;;;
170220;1100;0,1;;;
170220;1200;0,1;;;
170220;1300;0,1;;;
170220;1400;0,1;;;
170220;1500;0,1;;;
170220;1600;0,1;;;
170220;1700;0,1;;;
170220;1800;0,1;;;
170220;1900;0,108333;;;
170220;2000;0,533335;;;
170220;2100;0,766669;;;
170220;2200;0,375001;;;
170220;2300;0,1;;;
170221;0000;0,1;;;
170221;0100;0,183333;;;
170221;0200;0,650002;;;
170221;0300;0,283334;;;
170221;0400;0,216667;;;
170221;0500;0,1;;;
170221;0600;0,1;;;
170221;0700;0,1;;;
170221;0800;0,1;;;
170221;0900;0,1;;;
170221;1000;0,1;;;
170221;1100;0,1;;;
170221;1200;0,1;;;
170221;1300;0,1;;;
170221;1400;0,1;;;
170221;1500;0,1;;;
170221;1600;0,1;;;
170221;1700;0,1;;;
170221;1800;0,1;;;
170221;1900;0,1;;;
170221;2000;0,1;;;
170221;2100;0,1;;;
170221;2200;0,150001;;;
170221;2300;0,1;;;
170222;0000;0,1;;;
170222;0100;0,1;;;
170222;0200;0,1;;;
170222;0300;0,1;;;
170222;0400;0,1;;;
170222;0500;0,1;;;
170222;0600;0,1;;;
170222;0700;0,1;;;
170222;0800;0,1;;;
170222;0900;0,1;;;
170222;1000;0,1;;;
170222;1100;0,1;;;
170222;1200;0,1;;;
170222;1300;0,1;;;
170222;1400;0,1;;;
170222;1500;0,1;;;
170222;1600;0,1;;;
170222;1700;0,1;;;
170222;1800;0,144444;;;
170222;1900;0,141667;;;
170222;2000;0,250001;;;
170222;2100;0,316668;;;
170222;2200;0,250001;;;
170222;2300;0,483334;;;
170223;0000;0,1;;;
170223;0100;0,1;;;
170223;0200;0,1;;;
170223;0300;0,1;;;
170223;0400;0,1;;;
170223;0500;0,1;;;
170223;0600;0,200001;;;
170223;0700;0,241668;;;
170223;0800;0,166667;;;
170223;0900;0,1;;;
170223;1000;0,1;;;
170223;1100;0,1;;;
170223;1200;0,1;;;
170223;1300;0,1;;;
170223;1400;0,1;;;
170223;1500;0,1;;;
170223;1600;0,1;;;
170223;1700;0,1;;;
170223;1800;0,1;;;
170223;1900;0,1;;;
170223;2000;0,1;;;
170223;2100;0,266668;;;
170223;2200;0,125;;;
170223;2300;0,1;;;
170224;0000;0,1;;;
170224;0100;0,1;;;
170224;0200;0,1;;;
170224;0300;0,1;;;
170224;0400;0,1;;;
170224;0500;0,1;;;
170224;0600;0,216667;;;
170224;0700;0,325001;;;
170224;0800;0,1;;;
170224;0900;0,1;;;
170224;1000;0,1;;;
170224;1100;0,1;;;
170224;1200;0,175;;;
170224;1300;0,1;;;
170224;1400;0,1;;;
170224;1500;0,1;;;
170224;1600;0,1;;;
170224;1700;0,1;;;
170224;1800;0,1;;;
170224;1900;0,116667;;;
170224;2000;0,458334;;;
170224;2100;0,166667;;;
170224;2200;0,1;;;
170224;2300;0,1;;;
170225;0000;0,1;;;
170225;0100;0,1;;;
170225;0200;0,1;;;
170225;0300;0,1;;;
170225;0400;0,1;;;
170225;0500;0,1;;;
170225;0600;0,1;;;
170225;0700;0,1;;;
170225;0800;0,1;;;
170225;0900;0,1;;;
170225;1000;0,1;;;
170225;1100;0,1;;;
170225;1200;0,1;;;
170225;1300;0,1;;;
170225;1400;0,1;;;
170225;1500;0,1;;;
170225;1600;0,1;;;
170225;1700;0,1;;;
170225;1800;0,1;;;
170225;1900;0,1;;;
170225;2000;0,525002;;;
170225;2100;0,491668;;;
170225;2200;0,658335;;;
170225;2300;0,166667;;;
170226;0000;0,1;;;
170226;0100;0,1;;;
170226;0200;0,1;;;
170226;0300;0,1;;;
170226;0400;0,1;;;
170226;0500;0,1;;;
170226;0600;0,1;;;
170226;0700;0,1;;;
170226;0800;0,1;;;
170226;0900;0,1;;;
170226;1000;0,1;;;
170226;1100;0,1;;;
170226;1200;0,1;;;
170226;1300;0,1;;;
170226;1400;0,1;;;
170226;1500;0,1;;;
170226;1600;0,1;;;
170226;1700;0,1;;;
170226;1800;0,1;;;
170226;1900;0,1;;;
170226;2000;0,225;;;
170226;2100;0,508335;;;
170226;2200;0,241668;;;
170226;2300;0,450001;;;
170227;0000;0,1;;;
170227;0100;0,1;;;
170227;0200;0,1;;;
170227;0300;0,1;;;
170227;0400;0,1;;;
170227;0500;0,1;;;
170227;0600;0,1;;;
170227;0700;0,1;;;
170227;0800;0,1;;;
170227;0900;0,1;;;
170227;1000;0,1;;;
170227;1100;0,1;;;
170227;1200;0,1;;;
170227;1300;0,1;;;
170227;1400;0,1;;;
170227;1500;0,1;;;
170227;1600;0,1;;;
170227;1700;0,1;;;
170227;1800;0,1;;;
170227;1900;0,125;;;
170227;2000;0,1;;;
170227;2100;0,1;;;
170227;2200;0,1;;;
170227;2300;0,1;;;
170228;0000;0,1;;;
170228;0100;0,1;;;
170228;0200;0,1;;;
170228;0300;0,1;;;
170228;0400;0,1;;;
170228;0500;0,1;;;
170228;0600;0,283334;;;
170228;0700;0,225;;;
170228;0800;0,541669;;;
170228;0900;0,283334;;;
170228;1000;0,108333;;;
170228;1100;0,1;;;
170228;1200;0,1;;;
170228;1300;0,1;;;
170228;1400;0,1;;;
170228;1500;0,1;;;
170228;1600;0,1;;;
170228;1700;0,1;;;
170228;1800;0,1;;;
170228;1900;0,1;;;
170228;2000;0,141667;;;
170228;2100;0,1;;;
170228;2200;0,1;;;
170228;2300;0,1;;;
170301;0000;0,1;;;
170301;0100;0,1;;;
170301;0200;0,1;;;
170301;0300;0,1;;;
170301;0400;0,1;;;
170301;0500;0,1;;;
170301;0600;0,1;;;
170301;0700;0,216667;;;
170301;0800;0,133333;;;
170301;0900;0,1;;;
170301;1000;0,133333;;;
170301;1100;0,133333;;;
170301;1200;0,1;;;
170301;1300;0,1;;;
170301;1400;0,1;;;
170301;1500;0,1;;;
170301;1600;0,1;;;
170301;1700;0,183333;;;
170301;1800;0,166667;;;
170301;1900;0,516669;;;
170301;2000;0,616669;;;
170301;2100;0,341668;;;
170301;2200;0,125;;;
170301;2300;0,108333;;;
170302;0000;0,1;;;
170302;0100;0,1;;;
170302;0200;0,1;;;
170302;0300;0,1;;;
170302;0400;0,1;;;
170302;0500;0,1;;;
170302;0600;0,1;;;
170302;0700;0,216667;;;
170302;0800;0,208333;;;
170302;0900;0,1;;;
170302;1000;0,1;;;
170302;1100;0,1;;;
170302;1200;0,1;;;
170302;1300;0,1;;;
170302;1400;0,1;;;
170302;1500;0,1;;;
170302;1600;0,1;;;
170302;1700;0,1;;;
170302;1800;0,300001;;;
170302;1900;0,241668;;;
170302;2000;0,358334;;;
170302;2100;0,266668;;;
170302;2200;0,125;;;
170302;2300;0,1;;;
170303;0000;0,1;;;
170303;0100;0,1;;;
170303;0200;0,1;;;
170303;0300;0,1;;;
170303;0400;0,1;;;
170303;0500;0,1;;;
170303;0600;0,1;;;
170303;0700;0,183333;;;
170303;0800;0,116667;;;
170303;0900;0,125;;;
170303;1000;0,1;;;
170303;1100;0,1;;;
170303;1200;0,1;;;
170303;1300;0,1;;;
170303;1400;0,1;;;
170303;1500;0,1;;;
170303;1600;0,1;;;
170303;1700;0,183333;;;
170303;1800;0,391668;;;
170303;1900;1,1;;;
170303;2000;0,583335;;;
170303;2100;0,741669;;;
170303;2200;0,741669;;;
170303;2300;0,608335;;;
170304;0000;0,383334;;;
170304;0100;0,258334;;;
170304;0200;0,625002;;;
170304;0300;0,225;;;
170304;0400;0,1;;;
170304;0500;0,375001;;;
170304;0600;0,775002;;;
170304;0700;0,333334;;;
170304;0800;0,1;;;
170304;0900;0,1;;;
170304;1000;0,1;;;
170304;1100;0,1;;;
170304;1200;0,1;;;
170304;1300;0,1;;;
170304;1400;0,1;;;
170304;1500;0,1;;;
170304;1600;0,1;;;
170304;1700;0,1;;;
170304;1800;0,133333;;;
170304;1900;0,308334;;;
170304;2000;0,533335;;;
170304;2100;0,258334;;;
170304;2200;0,333334;;;
170304;2300;0,233334;;;
170305;0000;0,1;;;
170305;0100;0,458334;;;
170305;0200;0,350001;;;
170305;0300;0,1;;;
170305;0400;0,1;;;
170305;0500;0,1;;;
170305;0600;0,1;;;
170305;0700;0,1;;;
170305;0800;0,1;;;
170305;0900;0,1;;;
170305;1000;0,1;;;
170305;1100;0,1;;;
170305;1200;0,1;;;
170305;1300;0,200001;;;
170305;1400;0,175;;;
170305;1500;0,133333;;;
170305;1600;0,208333;;;
170305;1700;0,175;;;
170305;1800;0,191668;;;
170305;1900;0,625002;;;
170305;2000;0,933335;;;
170305;2100;0,616669;;;
170305;2200;0,508335;;;
170305;2300;0,758335;;;
170306;0000;0,700002;;;
170306;0100;0,733335;;;
170306;0200;0,400001;;;
170306;0300;0,283334;;;
170306;0400;0,533335;;;
170306;0500;0,950002;;;
170306;0600;2,20001;;;
170306;0700;1,40833;;;
170306;0800;0,291668;;;
170306;0900;0,1;;;
170306;1000;0,1;;;
170306;1100;0,1;;;
170306;1200;0,1;;;
170306;1300;0,1;;;
170306;1400;0,1;;;
170306;1500;0,1;;;
170306;1600;0,1;;;
170306;1700;0,1;;;
170306;1800;0,1;;;
170306;1900;0,316668;;;
170306;2000;0,858335;;;
170306;2100;1,70833;;;
170306;2200;1,33333;;;
170306;2300;0,733335;;;
170307;0000;0,700002;;;
170307;0100;0,1;;;
170307;0200;0,158334;;;
170307;0300;0,1;;;
170307;0400;0,116667;;;
170307;0500;0,200001;;;
170307;0600;0,658335;;;
170307;0700;0,833335;;;
170307;0800;0,933335;;;
170307;0900;0,425001;;;
170307;1000;0,258334;;;
170307;1100;0,650002;;;
170307;1200;0,591669;;;
170307;1300;0,200001;;;
170307;1400;0,250001;;;
170307;1500;0,433334;;;
170307;1600;0,458334;;;
170307;1700;0,725002;;;
170307;1800;0,925002;;;
170307;1900;0,725002;;;
170307;2000;1,10833;;;
170307;2100;1,48333;;;
170307;2200;1,73333;;;
170307;2300;1,45833;;;
170308;0000;0,591669;;;
170308;0100;0,283334;;;
170308;0200;0,408334;;;
170308;0300;0,383334;;;
170308;0400;0,208333;;;
170308;0500;0,233334;;;
170308;0600;0,508335;;;
170308;0700;1,00833;;;
170308;0800;0,291668;;;
170308;0900;0,1;;;
170308;1000;0,191668;;;
170308;1100;0,158334;;;
170308;1200;0,241668;;;
170308;1300;0,1;;;
170308;1400;0,1;;;
170308;1500;0,1;;;
170308;1600;0,183333;;;
170308;1700;0,275001;;;
170308;1800;0,508335;;;
170308;1900;0,441668;;;
170308;2000;0,450001;;;
170308;2100;0,650002;;;
170308;2200;0,258334;;;
170308;2300;0,216667;;;
170309;0000;0,1;;;
170309;0100;0,108333;;;
170309;0200;0,1;;;
170309;0300;0,1;;;
170309;0400;0,1;;;
170309;0500;0,1;;;
170309;0600;0,241668;;;
170309;0700;0,416668;;;
170309;0800;0,133333;;;
170309;0900;0,1;;;
170309;1000;0,108333;;;
170309;1100;0,1;;;
170309;1200;0,1;;;
170309;1300;0,1;;;
170309;1400;0,1;;;
170309;1500;0,1;;;
170309;1600;0,108333;;;
170309;1700;0,216667;;;
170309;1800;0,825002;;;
170309;1900;0,1;;;
170309;2000;0,1;;;
170309;2100;0,1;;;
170309;2200;0,1;;;
170309;2300;0,1;;;
170310;0000;0,1;;;
170310;0100;0,1;;;
170310;0200;0,1;;;
170310;0300;0,1;;;
170310;0400;0,1;;;
170310;0500;0,1;;;
170310;0600;0,1;;;
170310;0700;0,1;;;
170310;0800;0,1;;;
170310;0900;0,1;;;
170310;1000;0,1;;;
170310;1100;0,1;;;
170310;1200;0,1;;;
170310;1300;0,1;;;
170310;1400;0,1;;;
170310;1500;0,1;;;
170310;1600;0,1;;;
170310;1700;0,1;;;
170310;1800;0,1;;;
170310;1900;0,1;;;
170310;2000;0,1;;;
170310;2100;0,1;;;
170310;2200;0,1;;;
170310;2300;0,1;;;
170311;0000;0,1;;;
170311;0100;0,1;;;
170311;0200;0,1;;;
170311;0300;0,1;;;
170311;0400;0,1;;;
170311;0500;0,1;;;
170311;0600;0,1;;;
170311;0700;0,1;;;
170311;0800;0,1;;;
170311;0900;0,1;;;
170311;1000;0,1;;;
170311;1100;0,1;;;
170311;1200;0,1;;;
170311;1300;0,1;;;
170311;1400;0,1;;;
170311;1500;0,1;;;
170311;1600;0,1;;;
170311;1700;0,1;;;
170311;1800;0,491668;;;
170311;1900;0,1;;;
170311;2000;0,166667;;;
170311;2100;0,1;;;
170311;2200;0,1;;;
170311;2300;0,1;;;
170312;0000;0,1;;;
170312;0100;0,1;;;
170312;0200;;;;
170312;0300;0,1;;;
170312;0400;0,1;;;
170312;0500;0,1;;;
170312;0600;0,1;;;
170312;0700;0,1;;;
170312;0800;0,1;;;
170312;0900;0,1;;;
170312;1000;0,1;;;
170312;1100;0,1;;;
170312;1200;0,1;;;
170312;1300;0,1;;;
170312;1400;0,1;;;
170312;1500;0,1;;;
170312;1600;0,1;;;
170312;1700;0,1;;;
170312;1800;0,1;;;
170312;1900;0,1;;;
170312;2000;0,1;;;
170312;2100;0,1;;;
170312;2200;0,1;;;
170312;2300;0,1;;;
170313;0000;0,1;;;
170313;0100;0,1;;;
170313;0200;0,1;;;
170313;0300;0,1;;;
170313;0400;0,1;;;
170313;0500;0,1;;;
170313;0600;0,1;;;
170313;0700;0,1;;;
170313;0800;0,1;;;
170313;0900;0,1;;;
170313;1000;1,70833;;;
170313;1100;0,591669;;;
170313;1200;0,1;;;
170313;1300;0,1;;;
170313;1400;0,1;;;
170313;1500;0,1;;;
170313;1600;0,1;;;
170313;1700;0,1;;;
170313;1800;0,1;;;
170313;1900;0,116667;;;
170313;2000;0,508335;;;
170313;2100;1,06667;;;
170313;2200;0,116667;;;
170313;2300;0,183333;;;
170314;0000;0,858335;;;
170314;0100;0,775002;;;
170314;0200;0,1;;;
170314;0300;0,1;;;
170314;0400;0,1;;;
170314;0500;0,1;;;
170314;0600;0,1;;;
170314;0700;0,1;;;
170314;0800;0,150001;;;
170314;0900;0,341668;;;
170314;1000;0,108333;;;
170314;1100;0,1;;;
170314;1200;0,1;;;
170314;1300;;;;
170314;1400;0,1;;;
170314;1500;0,1;;;
170314;1600;0,1;;;
170314;1700;0,1;;;
170314;1800;0,1;;;
170314;1900;0,1;;;
170314;2000;0,1;;;
170314;2100;0,1;;;
170314;2200;0,1;;;
170314;2300;0,1;;;
170315;0000;0,1;;;
170315;0100;0,1;;;
170315;0200;0,1;;;
170315;0300;0,1;;;
170315;0400;0,1;;;
170315;0500;0,1;;;
170315;0600;0,116667;;;
170315;0700;0,316668;;;
170315;0800;0,1;;;
170315;0900;0,1;;;
170315;1000;0,1;;;
170315;1100;0,1;;;
170315;1200;0,1;;;
170315;1300;0,1;;;
170315;1400;0,1;;;
170315;1500;0,1;;;
170315;1600;0,1;;;
170315;1700;0,1;;;
170315;1800;0,1;;;
170315;1900;0,1;;;
170315;2000;0,308334;;;
170315;2100;0,675002;;;
170315;2200;0,708335;;;
170315;2300;0,825002;;;
170316;0000;0,1;;;
170316;0100;0,1;;;
170316;0200;0,1;;;
170316;0300;0,1;;;
170316;0400;0,1;;;
170316;0500;0,1;;;
170316;0600;0,116667;;;
170316;0700;0,433334;;;
170316;0800;0,325001;;;
170316;0900;0,1;;;
170316;1000;0,1;;;
170316;1100;0,1;;;
170316;1200;0,1;;;
170316;1300;0,1;;;
170316;1400;0,1;;;
170316;1500;0,1;;;
170316;1600;;;;
170316;1700;0,1;;;
170316;1800;0,1;;;
170316;1900;0,1;;;
170316;2000;0,600002;;;
170316;2100;0,200001;;;
170316;2200;0,466668;;;
170316;2300;0,1;;;
170317;0000;0,1;;;
170317;0100;0,1;;;
170317;0200;0,1;;;
170317;0300;0,1;;;
170317;0400;0,1;;;
170317;0500;0,1;;;
170317;0600;0,150001;;;
170317;0700;0,575002;;;
170317;0800;0,1;;;
170317;0900;0,1;;;
170317;1000;0,1;;;
170317;1100;0,1;;;
170317;1200;0,1;;;
170317;1300;0,1;;;
170317;1400;0,1;;;
170317;1500;0,1;;;
170317;1600;0,1;;;
170317;1700;0,1;;;
170317;1800;0,1;;;
170317;1900;0,1;;;
170317;2000;0,341668;;;
170317;2100;1,20833;;;
170317;2200;1,01667;;;
170317;2300;1,075;;;
170318;0000;0,808335;;;
170318;0100;0,600002;;;
170318;0200;0,1;;;
170318;0300;0,1;;;
170318;0400;0,1;;;
170318;0500;0,1;;;
170318;0600;0,1;;;
170318;0700;0,483334;;;
170318;0800;0,1;;;
170318;0900;0,1;;;
170318;1000;0,1;;;
170318;1100;0,1;;;
170318;1200;0,1;;;
170318;1300;0,1;;;
170318;1400;0,1;;;
170318;1500;0,1;;;
170318;1600;0,1;;;
170318;1700;0,1;;;
170318;1800;0,1;;;
170318;1900;0,1;;;
170318;2000;0,1;;;
170318;2100;0,1;;;
170318;2200;0,1;;;
170318;2300;0,1;;;
170319;0000;0,1;;;
170319;0100;0,1;;;
170319;0200;0,1;;;
170319;0300;0,1;;;
170319;0400;0,1;;;
170319;0500;0,1;;;
170319;0600;0,1;;;
170319;0700;0,1;;;
170319;0800;0,1;;;
170319;0900;0,1;;;
170319;1000;0,1;;;
170319;1100;0,1;;;
170319;1200;0,1;;;
170319;1300;0,1;;;
170319;1400;0,1;;;
170319;1500;0,1;;;
170319;1600;0,1;;;
170319;1700;0,1;;;
170319;1800;0,1;;;
170319;1900;0,1;;;
170319;2000;0,183333;;;
170319;2100;0,1;;;
170319;2200;0,1;;;
170319;2300;0,1;;;
170320;0000;0,1;;;
170320;0100;0,1;;;
170320;0200;0,1;;;
170320;0300;0,1;;;
170320;0400;0,1;;;
170320;0500;0,1;;;
170320;0600;0,200001;;;
170320;0700;0,300001;;;
170320;0800;0,108333;;;
170320;0900;0,1;;;
170320;1000;0,1;;;
170320;1100;0,1;;;
170320;1200;0,1;;;
170320;1300;0,1;;;
170320;1400;0,1;;;
170320;1500;0,1;;;
170320;1600;0,1;;;
170320;1700;0,1;;;
170320;1800;0,1;;;
170320;1900;0,308334;;;
170320;2000;0,175;;;
170320;2100;0,1;;;
170320;2200;0,333334;;;
170320;2300;1,075;;;
170321;0000;0,366668;;;
170321;0100;0,275001;;;
170321;0200;0,1;;;
170321;0300;0,1;;;
170321;0400;0,1;;;
170321;0500;0,1;;;
170321;0600;0,400001;;;
170321;0700;0,683335;;;
170321;0800;0,1;;;
170321;0900;0,166667;;;
170321;1000;0,1;;;
170321;1100;0,1;;;
170321;1200;0,1;;;
170321;1300;0,1;;;
170321;1400;0,1;;;
170321;1500;0,1;;;
170321;1600;0,1;;;
170321;1700;0,1;;;
170321;1800;0,1;;;
170321;1900;0,1;;;
170321;2000;0,1;;;
170321;2100;0,1;;;
170321;2200;0,1;;;
170321;2300;0,375001;;;
170322;0000;0,566669;;;
170322;0100;0,275001;;;
170322;0200;0,383334;;;
170322;0300;0,241668;;;
170322;0400;0,1;;;
170322;0500;0,1;;;
170322;0600;1,35833;;;
170322;0700;2,05001;;;
170322;0800;0,475001;;;
170322;0900;0,366668;;;
170322;1000;0,116667;;;
170322;1100;0,1;;;
170322;1200;0,1;;;
170322;1300;0,1;;;
170322;1400;0,1;;;
170322;1500;0,1;;;
170322;1600;0,1;;;
170322;1700;0,1;;;
170322;1800;0,1;;;
170322;1900;0,300001;;;
170322;2000;0,683335;;;
170322;2100;0,783335;;;
170322;2200;0,983335;;;
170322;2300;0,433334;;;
170323;0000;0,1;;;
170323;0100;0,1;;;
170323;0200;0,1;;;
170323;0300;0,1;;;
170323;0400;0,1;;;
170323;0500;0,1;;;
170323;0600;0,1;;;
170323;0700;0,1;;;
170323;0800;0,150001;;;
170323;0900;0,1;;;
170323;1000;0,1;;;
170323;1100;0,1;;;
170323;1200;0,1;;;
170323;1300;0,1;;;
170323;1400;0,1;;;
170323;1500;0,1;;;
170323;1600;0,1;;;
170323;1700;0,1;;;
170323;1800;0,1;;;
170323;1900;0,800002;;;
170323;2000;1,125;;;
170323;2100;2,33334;;;
170323;2200;0,366668;;;
170323;2300;0,275001;;;
170324;0000;0,333334;;;
170324;0100;0,175;;;
170324;0200;0,116667;;;
170324;0300;0,1;;;
170324;0400;0,1;;;
170324;0500;0,1;;;
170324;0600;0,625002;;;
170324;0700;0,600002;;;
170324;0800;0,325001;;;
170324;0900;0,1;;;
170324;1000;0,1;;;
170324;1100;0,1;;;
170324;1200;0,1;;;
170324;1300;0,1;;;
170324;1400;0,1;;;
170324;1500;0,1;;;
170324;1600;0,1;;;
170324;1700;0,1;;;
170324;1800;0,1;;;
170324;1900;0,200001;;;
170324;2000;;;;
170324;2100;;;;
170324;2200;0,780002;;;
170324;2300;0,708335;;;
170325;0000;0,166667;;;
170325;0100;0,316668;;;
170325;0200;0,1;;;
170325;0300;0,200001;;;
170325;0400;0,1;;;
170325;0500;0,241668;;;
170325;0600;0,350001;;;
170325;0700;1,10833;;;
170325;0800;0,241668;;;
170325;0900;0,400001;;;
170325;1000;0,1;;;
170325;1100;0,1;;;
170325;1200;0,1;;;
170325;1300;0,1;;;
170325;1400;0,1;;;
170325;1500;0,1;;;
170325;1600;0,1;;;
170325;1700;0,1;;;
170325;1800;0,708335;;;
170325;1900;1,35;;;
170325;2000;1,91111;;;
170325;2100;;;;
170325;2200;0,1;;;
170325;2300;0,1;;;
170326;0000;0,1;;;
170326;0100;0,1;;;
170326;0200;0,1;;;
170326;0300;0,1;;;
170326;0400;0,1;;;
170326;0500;0,1;;;
170326;0600;0,1;;;
170326;0700;0,1;;;
170326;0800;0,1;;;
170326;0900;0,1;;;
170326;1000;0,1;;;
170326;1100;0,1;;;
170326;1200;0,1;;;
170326;1300;0,1;;;
170326;1400;0,1;;;
170326;1500;0,1;;;
170326;1600;0,1;;;
170326;1700;0,1;;;
170326;1800;0,1;;;
170326;1900;0,750002;;;
170326;2000;0,333334;;;
170326;2100;0,1;;;
170326;2200;0,1;;;
170326;2300;0,1;;;
170327;0000;0,1;;;
170327;0100;0,1;;;
170327;0200;0,1;;;
170327;0300;0,1;;;
170327;0400;0,1;;;
170327;0500;0,1;;;
170327;0600;0,1;;;
170327;0700;0,1;;;
170327;0800;0,1;;;
170327;0900;0,1;;;
170327;1000;0,1;;;
170327;1100;0,1;;;
170327;1200;0,1;;;
170327;1300;0,1;;;
170327;1400;0,1;;;
170327;1500;0,1;;;
170327;1600;;;;
170327;1700;0,1;;;
170327;1800;0,116667;;;
170327;1900;0,316668;;;
170327;2000;0,358334;;;
170327;2100;0,675002;;;
170327;2200;0,716669;;;
170327;2300;2,07501;;;
170328;0000;1,11667;;;
170328;0100;0,283334;;;
170328;0200;0,191668;;;
170328;0300;0,175;;;
170328;0400;0,183333;;;
170328;0500;0,1;;;
170328;0600;0,800002;;;
170328;0700;0,808335;;;
170328;0800;1,16667;;;
170328;0900;0,925002;;;
170328;1000;0,958335;;;
170328;1100;0,550002;;;
170328;1200;0,425001;;;
170328;1300;0,208333;;;
170328;1400;0,125;;;
170328;1500;0,1;;;
170328;1600;0,108333;;;
170328;1700;0,258334;;;
170328;1800;0,875002;;;
170328;1900;1,93333;;;
170328;2000;4,06669;;;
170328;2100;5,16669;;;
170328;2200;3,53334;;;
170328;2300;3,62501;;;
170329;0000;1,93333;;;
170329;0100;1,925;;;
170329;0200;1,19167;;;
170329;0300;0,825002;;;
170329;0400;0,675002;;;
170329;0500;0,550002;;;
170329;0600;0,883335;;;
170329;0700;1,125;;;
170329;0800;1,3;;;
170329;0900;0,791669;;;
170329;1000;0,708335;;;
170329;1100;0,108333;;;
170329;1200;0,1;;;
170329;1300;0,1;;;
170329;1400;0,1;;;
170329;1500;0,1;;;
170329;1600;0,1;;;
170329;1700;0,133333;;;
170329;1800;;;;
170329;1900;;;;
170329;2000;;;;
170329;2100;;;;
170329;2200;;;;
